Aldoa
Gorasp1
Poll
Slc35a4
Hpca
Gjb6
Ltbr
Sod3
Lrrc59
Bcl11b
Snrnp27
Rpl6
Xpr1
Sdc3
Ptprk
Dalrd3
Kdm5b
Eif2ak4
Slc14a1
Pitpnm1
Glmp
Depdc5
Mlc1
Ctbp1
Klhdc3
Ficd
Arhgef12
Oaf
Krt71
Mef2a
Nr1d1
Polh
Gna13
Smurf1
Ncoa1
Lmo7
Rsbn1l
Phlpp2
Dnajc30
Ift27
Atp5f1d
Ppp1r3c
Reep6
Kcnj11
Cct5
Adcy10
Pmpca
Gsdmd
Nsfl1c
Psmc1
Scyl1
Rac2
Nrsn2
Mecp2
Gid8
Asrgl1
Tarbp2
Slc12a4
Cntnap1
Actr1b
Nr1h2
Bok
Psmb7
Acadvl
Pias1
Inip
Avil
Fuca2
Flrt1
Mfsd12
Coro1b
Rlbp1
Ncan
Dcun1d3
Tra2a
Ankrd52
Pde8b
Acadl
Pja1
Pdk2
Eif4a3
Grk2
Tcp1
Sec22b
Cacnb3
Otub1
Mospd3
Slc48a1
Hspb8
Irak1
Rilpl2
Diablo
Eif3g
Smim7
Cldn9
Dnajb1
Thop1
Mon2
Phb2
Cdc37
Mau2
Sparc
Arsa
Frs3
Dctn3
Tmem39a
Cend1
Ift22
Slc25a1
Micu3
Cpsf6
Sncb
Nedd9
Hmgn2
Aldh6a1
Eif3f
Rasl10b
Map3k5
Chst3
Cnot1
Papola
Zbtb45
Gsta1
Klc1
Tppp
Cops6
Faim2
Hpcal4
Atp5f1a
Egln3
Fjx1
Mid1ip1
Eef1g
Sobp
Pno1
Icmt
Vamp2
Fastkd1
Marchf6
Ppp1r12b
Pdpr
Slf2
Rfk
Klc4
Rhog
Ociad2
Dvl3
Mmaa
Lyrm2
Luzp1
Ndufa8
Ube2s
Ergic3
Il10rb
Nubpl
Fam32a
Pygm
Sfrp2
Rpl13a
Olig2
Hnrnpul2
Timm10b
Ptbp2
Ndufv1
Gsta4
Osbpl9
Zfp180
Ahctf1
Prdm2
Wdr24
Opn3
Specc1
Atp6v1b2
Cyth2
Ndufb4
Atf4
Cnn3
Ap5m1
Aplp1
Ppp1r1b
Ipo13
Bloc1s5
Ppp1r9b
Tmem59l
Fzr1
Rnf208
Grap2
Lhb
Mvd
Rab35
Camkv
Mmp15
Zfp831
Pmaip1
Isca2
Pgpep1
Sox18
Spsb3
Cacng7
Cpa6
Adra2c
Pex16
Rpp14
Efhd2
Fos
Tspy26
Rps7
Swsap1
Ftl1
Mfsd3
Scaf4
Sf3a2
Cast
Map3k10
Epm2a
Htra3
Eef1e1
Golga1
Olfml1
Slc27a1
Sv2a
Tle4
S100b
Ccdc115
Rpl10
Tmub1
Tmem116
Ywhah
Vdac3
Kat2a
Ndn
Rit2
Ccdc92
Asb6
Dpm3
Med27
Pbx2
Dhcr24
Npm1
Fam222b
Hmgcs1
Oxa1l
Kcne5
Aebp1
Nudt14
Rbfa
Mapkapk3
Slc6a1
Diras1
Zmynd19
Spa17
Slc25a38
Naxe
Prrc2a
Mrpl10
Dhrs4
Rpl10a
Ccnt2
Mcfd2
Rab3gap2
Ghitm
Per1
Slc12a9
Arl6ip4
Psmg1
Psmd13
Puf60
Mtmr9
Tecr
Shmt2
Cdo1
Rnf44
Polr2c
Mapk1
Polr2f
Emc4
Sdsl
Khk
Ppp1ca
Cdc42ep4
Rfng
Kat5
Zkscan8
Ehd3
Bcan
Fzd9
Tubg1
Ccdc42
Ric8a
Eif3k
S100a16
Gamt
Hnrnpl
Aamp
Ube2q1
Inpp5f
Cactin
Ctsd
Kctd21
Wsb2
Rpl26
Kmt5b
Hsd17b3
Lsm6
Tmem17
Tmed3
Naa15
Tulp4
Mier2
Mcm5
Erc1
Efs
Taf1
Ddr1
Nipal2
Aadat
Nt5dc2
Sardh
Wnt7b
Pcbp4
Hgh1
Fxyd7
Zbed4
Ssr2
St3gal1
Foxo1
Napa
Apex1
Rabggta
Ddx39b
Pef1
Psmd7
Snrpb
Cacybp
Syndig1
Psmd3
Trir
B4galt3
Hint2
Ppa1
Fads2
Klf16
Myl12b
Tmem259
Nt5e
Qdpr
Dynlrb1
Bod1
Rab13
Klhdc8b
Aig1
Phospho1
Sumo3
Sts
Cdk2ap1
Ccdc97
Polr2g
Zcchc12
Cyb5r3
Fam133b
Cd151
Emc3
Gemin6
Mrps17
Mtch1
Mrpl19
Tubb4b
Ppp2r5b
Sufu
Agtrap
Akt1s1
Znhit2
Mark3
Hsd17b11
Ybx1
Tmem41a
Cd34
Syt2
Abcb6
Wdr18
Isca1
Tug1
Hmox1
Msi1
Idh2
Hsd17b8
Rab11b
Ulk2
Mpdz
Ppp2r3b
Rtfdc1
Zfp524
Grb10
Gabpb1
Stoml2
Mmd2
Rundc3a
Btbd10
Get3
Ube2q2l
Pnlip
Cdk9
Ep400
Uqcrfs1
Ercc6
Unc13b
Hagh
Nsmf
Slc22a8
Kif5a
Tnfrsf1a
Tax1bp3
Hsd17b10
Ctsz
Sgms1
Calr
Emc7
Pon2
Anxa2
Hrh1
Tlcd3b
Atp2c1
Plat
Mrps26
Lamp1
Tnfsf10
Tmem43
Gpatch2
Nefh
Tmem223
Acbd6
Marchf2
Sdhd
Igsf1
Mtpn
Plscr3
Snx17
Idh3b
Ndufaf1
Chpf2
Rab8a
Gfap
Kcnh2
Rogdi
Hspa13
Ptov1
Ddn
Vsir
Col9a2
Tmem254
Lyz2
Rps6kc1
Ppp3ca
Gpank1
Whamm
Rbm42
Begain
Stip1
Gng3
Cops9
Urm1
Rnpepl1
Tpi1
Efnb3
G4
Hps6
Il11ra1
Nol10
Tbl3
Fxr1
Ncoa6
Mrps16
C1qtnf5
Med17
Unc119
Camta2
Qars1
Golga7b
Mgat4a
Atp6ap1
Phlda3
Galk1
Nat8f1
Crip2
N4bp1
Ache
Snapc2
Cnot2
Enho
Ptprh
Syngr1
Tmem135
Ears2
Dctn2
Gpx4
Ckmt1
Tmem255b
Eif4ebp1
Cacng4
Rfc4
Nck2
Rab5if
Nupr1
Slu7
Fndc5
Gdf10
Git1
Wbp2
Fn3krp
Kbtbd6
Elf2
Mtfr1l
Sdc4
Msrb1
Apba1
Fam89b
Atp1b1
Nfkbib
Gpr21
Atp6v1d
Idua
Top1mt
Cct2
Phf5a
Adcyap1r1
Ywhae
Ogfr
Ntsr2
Rpl36a
Czib
Nfkb1
Acly
Nrip1
Tubb2a
Actr1a
Dsel
Tex10
Slc25a11
Imp4
Polrmt
Bet1l
Hdac1
Ehmt2
Lnx1
Unc119b
Baiap3
Cxcl14
F2r
Hip1
Edem3
Arpin
Pdzrn4
Neu1
Alkbh6
Pdhb
Dnlz
Tmem144
Nedd8
Max
Cnih2
Maob
Ezh2
Aldh3a2
Cfl1
Zfand3
Cpsf1
Tlcd1
Rnf167
Tbck
Tomm40
Cyp51
Limd2
Tymp
Mfsd5
Rptor
Map3k12
Ampd2
Ganc
Prkcsh
Babam2
Clec2l
Arhgap39
Rin1
Usp6nl
Ppm1f
Psmc4
Prkaca
Arl8a
Flnb
Brca2
Maf1
Tbc1d22b
Serinc3
Ncl
Pgrmc2
Cdc34
Ndrg4
Kif22
Trim47
Aqp4
Cndp2
Cant1
Stk39
Nudt16
Tinag
Znhit1
Cdk1
Atf6
Gps1
Slc38a3
Notch2
Mpped2
Fam117b
Yeats2
Magee1
Ctsa
Sdhb
Synm
Edf1
Dhps
Aldh7a1
Prpf40a
Aktip
Taf2
Prpf31
Lonp1
Igsf8
Pxk
Matk
Slc35c1
Kctd15
Exosc4
Ocel1
Ints13
Llgl1
Dtx3
Dok4
Tmem132a
Slc35c2
Tie1
Armc8
Elavl1
Rras
Hmgb1
Slfn2
Sec24b
Ireb2
Rbm4
Pcbd1
Gfer
Mxra8
Txndc11
Tial1
Crlf3
Sh2b1
Pip5k1b
Stx2
Scoc
Btbd6
Mien1
Nprl2
Syt1
Hnrnph2
Slc38a8
Gnaq
Bex3
Slc44a1
Rpl35
Gpr84
Arl6ip5
Vps4a
Zfp354c
Kdelr1
Slc10a4
Rap2a
Sh3glb2
Myd88
Syf2
Timp2
Tnfaip2
Cnot10
Lig3
Trim2
Rabgap1
Slmap
Atf6b
Lrp3
Rnf10
Ccn3
Ankrd34a
Creld2
Rabac1
Cpt2
B3gat3
Eif2b2
Fam168a
Ddb2
Spr
Trrap
Sigirr
Pfkm
Mms22l
Cnp
Etnk2
Fdps
Cybc1
Reep2
Ppp1r12a
Sdha
Palm
Zfp955a
Scnm1
Fbxo2
C1ql1
Rpl3
Pias2
Fasn
Chuk
Rab14
Zfp703
Bap1
Adh5
Sfxn5
Sptlc2
Ghdc
Psma2
Pigc
Dapk3
Lxn
Apoe
Rpl17
Dvl1
Tmem14c
Pmm1
Slc35f6
Timm17a
Psmb1
Wdr82
Mphosph6
Cdc20
Farp1
Chmp6
Clcn6
Slc30a10
Cdk5r2
Psmb4
Nat8l
Cdkn2aipnl
Stpg2
Ring1
Tcf20
Rack1
Eif3l
Cmbl
Cnot8
Rock1
Map1s
Pdzd8
Map2k4
Arhgap12
Spindoc
Cbs
Cct7
Zfp329
Sh3bgrl3
Ctsb
Stxbp4
Ctbp2
Spcs3
Wdr45
Wdr37
Tmem38a
Nog
Fam118b
Scrg1
Parp3
Senp8
Rab3a
Cyp2d4
Zfp14
Ahsa1
Ino80c
Armcx2
Zfp868
Slco3a1
Nes
Fkbp4
Snx30
Mad2l1
Tkt
Arl2
Tfam
Rnaset2
Marchf7
Twsg1
Uqcc3
Mtm1
Atp6v0e2
Bles03
Eif5a2
Srgap3
Pcgf6
Fxyd5
Guk1
Slc29a4
Adrm1
Dlg4
Iqub
Hmgn1
Rnf5
Trmt13
Snx14
Renbp
Ltbp3
Rnf216
Hcn2
Rpp38
Scnn1b
Pmpcb
Abcf2
Nacad
Rrp1
Arl13b
Kcnn1
Mab21l1
Iws1
Slc13a5
Tma7
Gpr3
Gtse1
Gde1
Hadh
Tnr
Tbcd
Tmem176a
Syndig1l
Gjc2
Fam13b
Gnal
Prpf19
Manbal
Acads
Rplp0
Rbpj
Ppp4r1
Glo1
Slbp
Spryd4
Moap1
Eif3d
Vps28
Prdx1
Uhmk1
Tst
Gfod1
Hcfc2
Bmp2
Pold4
Slc7a14
Jagn1
Trdn
Man2c1
Acrbp
Thoc6
Rfc2
Plppr2
Rangrf
Rida
Cdca7
Cplane2
Lsm3
Pycr1
Utp18
Gpaa1
Armc5
Gprc5b
Rdh11
Adi1
Son
Sh3rf1
Zgpat
Crybb1
Nhlrc1
Camkk1
Mt3
Psme1
Fh
Igfbp5
Prxl2c
Atp1a3
Cd82
Cops8
Cygb
Iscu
Bag6
Pkhd1l1
Med11
Sars1
Ndufb10
Arf1
Chkb
Atf5
Wdr7
Ly6e
H1f4
Taok2
Elp6
Trpc1
Dnaja4
Gpr165
Lrrc58
Rab29
Scg5
Eri2
Bmpr2
Tmem183a
Nabp2
Acot7
Atp5mc2
Chmp7
Dnajc9
Qrich1
Ube2g1
Lgalsl
Spats2l
Mdk
Ttc38
Fbn2
Kpna5
Stox1
Tshb
Med1
Usp15
Kifbp
Epc2
Arpc1b
Cdh13
Arfip2
Cxcl16
Mphosph9
Hltf
Actr5
Trappc5
Gng8
Tmem88b
Nup62
Ubxn6
Armcx6
Tle5
Dnph1
Itsn1
Slc22a23
Ninj1
Prorp
Lcat
Dpm1
Pomgnt1
Fbln1
Tspan7
Gna11
Trappc4
Uba1
Camsap2
Tesk1
Banp
Ctrl
Serpinh1
Tcea2
Ncaph2
Tp53i11
Rhob
Egfl6
Bysl
Pop7
Mzt2b
Acadm
Grin2d
Polr3d
Lysmd2
Ndufaf3
Thra
Tuba4a
Adprh
Pla2g2c
Slc1a4
Il5ra
Ascl1
Cog3
Cdc27
Htr1d
Hhatl
Egln2
Eif3b
B4galt2
Acot3
Rnps1
Alad
Itgb2
Dppa3
Bpgm
Ntmt1
Cfap410
R3hdm4
Syp
Irak2
Npr2
Otud7b
Rps11
Hba-a1
Adcy2
Psmb6
Polr3k
Scaf8
Phf8
B3gat1
Tmem199
Plcb3
Txnrd3
Lpin1
Cacul1
Pacsin3
Mastl
Rsl24d1
Nono
Rbm17
Pelo
Tmem242
B4galnt3
Spg21
Krt8
Parvb
Atg7
Pdha1
Npdc1
Trip6
Dlc1
Selplg
Ruvbl2
Virma
Arhgef19
Mapkap1
Mllt11
Etfb
Acmsd
Chmp3
Rps19bp1
Tmc7
Tpgs1
Acy1
Mlx
Pygo2
Skp2
Fahd2a
Agmat
Ndufa12
Gimap6
Map4k3
Abcb4
Nkain4
Dnajc8
Mtmr7
Bloc1s2
Clptm1
Rb1cc1
Eif1ax
Map6d1
Ilk
Dio2
Anp32b
Hopx
Serpinb12
Dhx57
Aif1l
Samm50
Selenbp1
Hnrnpa1
Zdhhc22
Sfpq
Endog
Orc4
Gpx3
Tor1a
Hddc3
Selenoh
Tchp
Ganab
Cdk5rap3
Ap1m1
Arl4d
Rrm1
Fbxw5
Pex11b
Fam76b
Hsd11b1
Ssrp1
Vdac2
Rab3c
Tom1l2
Riox1
Nrbp1
Maged2
Plod3
Coch
Tsc2
Msn
Pimreg
Creg1
Abi1
Grb14
Kcnv1
Mcm2
Dbp
Rgs2
Septin8
Serinc1
Hdac10
Wwp2
Cert1
Col11a1
Fam181b
Aimp2
Ranbp10
Rps6ka4
Apbb3
Fdx2
Nup58
Dgcr6
Dact2
Ppfia3
Nmt2
Tox3
P4hb
Polr3g
Atp2b2
Ufc1
Atp5po
Alas1
Aars2
Zc3h7b
Fbxo3
Pvalb
Ncbp3
Slc39a6
Rpp25
Pfas
Upf3a
Slc1a3
Spata6l
Tmem86a
Ddx41
Snd1
Rps16
Ago1
Ddx23
Ptges2
Cmpk2
Mpnd
Kcnf1
Mcrip2
Shisa5
Slc27a3
Scg3
Sult1d1
Maco1
Rab3il1
Mon1b
Cox7b
Abt1
Hnrnpdl
Slc41a2
Wdr33
Bop1
Tsnax
Zdhhc8
Pex6
Sphk2
Dnajc4
Borcs6
Trim32
Kpna2
Apaf1
Prrt1
Znrd2
Ehd1
Dxo
Hyal2
Slc6a11
Cyp7b1
Efl1
Snf8
Chrnb2
Trmt5
Dolk
Pgam5
Eif4g3
Cltb
Ccdc190
Lrfn4
Plekha8
Wdfy2
Cd83
Ubqln2
Vom2r80
Scn4b
Spen
Rpsa
Caap1
Ddx6
Irf8
Rps15
Slc35d3
Mrpl46
Csdc2
Ankrd40
Krt26
Foxj3
Ubxn1
Cdk5
Mark4
Use1
Smurf2
Tubb4a
Nxpe3
Mri1
Lrguk
Csnk1e
Mrpl44
Rps25
Nomo1
Arhgap10
Kdm2b
Brd4
Tmem100
Thoc1
Dnajc27
Sec22a
Ufm1
Bicdl1
Morn4
Pcsk2
Sh3bgr
Tmem164
Zfp507
Pafah1b2
Pik3cb
Mov10
Lix1
Epb41l4a
Rps27
Ckap4
Dad1
Gcsh
Tril
Slc23a2
Fam8a1
Nat8f5
Hpdl
Hnrnph3
Sp9
Atp5mc3
Carhsp1
Klk6
Angpt2
Tmem35a
Leprot
Prnp
Atp5f1e
Degs1
Esrrg
Sorcs2
Abcc1
Slc4a2
Txndc12
Rgs16
Ccng1
Olig1
Rps12
Mrpl38
Gpr75
Mmgt1
Septin3
Cyth4
Slc25a17
Rnf19b
Tmub2
Rexo4
Ttc17
Mief1
Ogt
Sppl2b
Krit1
Clip1
Atp5mf
Loxl2
Ppp6r3
Axin2
Plaat3
Mtmr3
Trappc8
Wdr55
Ltn1
Kifc2
Glyr1
Lrp10
Dnajc7
Kpna4
Ttc21b
Tmx2
Cc2d1a
Pole4
Nelfe
Acp2
Lrrc52
Pigq
Ubap2l
Ckb
Ppp1cc
Nexmif
Tmem177
Fam163b
Rpl19
Laptm4a
Smug1
Pik3c2b
Krr1
Zc3h13
Nr2e1
Cflar
Ttc9b
Psme2
Cela1
Slc32a1
Rer1
Vgll4
Tsn
Cgref1
Gabarap
Ubqln4
Ywhaz
Mpi
Dlx2
Mat2a
Rgs6
Zbtb44
Gdi2
Arrdc4
Scara3
Sat2
Rbm24
Rpl5
Ap3d1
Ankrd46
Rnh1
Sdhc
Anpep
Capzb
Aco2
Rgs20
Srd5a3
Dnali1
Tspan17
Hba-a3
Necab2
Tmem119
Cpsf4
Irf2bp1
Sirt2
Slc7a4
Rpl29
Sra1
Bmp6
Nsd3
Pias4
Dusp4
Fbxo31
Fkrp
Ythdf3
Slain2
Lum
Prmt1
Pcyox1l
C2cd5
Gchfr
Ptprj
Abhd16a
Abcc5
Myl6
Clta
Tmcc3
Sdk2
Mrpl43
Rrp9
Gstp1
Ccdc85a
Aldh1a1
Rps4x
Cfap298
Fis1
Sec14l2
Maz
Rpl23a
Shfl
Cpne8
Fxyd1
Syngr2
Itm2b
Suox
Srrm3
Chtf8
Rps23
Vcam1
Slc22a17
Cdh2
Usp21
Zmynd8
Glul
Gga1
Cav1
Kcna1
Myg1
Zfp410
Coprs
Zcchc2
Cbx8
Mier1
Brd1
Alg9
Acat2
Cd164
Slc2a8
Tspyl2
Arc
Ccdc22
Rps3
Rasa1
Crlf1
Dynll2
Oprd1
Tusc2
Snrpc
Manea
Ak4
Aldh2
Cdh7
Snx9
Col4a4
Eqtn
Akr1b1
Zfand4
Fnbp4
Bcap31
Cbll1
Zbtb33
Atp5pd
Tmtc3
Sympk
Cryga
Ssbp4
Sema6c
Dpp7
Rab4b
Snx3
Shisa4
Cldn11
Lgals9
Gpn2
Rpa1
Tbc1d10b
Lrrc1
Zfp444
Flii
Vps72
Mag
B3gntl1
Pear1
Mtrex
Rbl2
Tmbim6
Trim8
Pqbp1
Arl8b
Pou6f1
Mrpl45
Acp6
Ighmbp2
Dapk1
Zbtb1
Rpl12
Ednrb
Cst3
Inpp5j
Fiz1
Dpysl4
Epas1
Nkiras1
Ptchd1
Psap
Syde1
Slc25a23
Med15
Sf3b4
Wtap
Stom
Vwa1
Zbtb25
Neurl4
Nars2
Crym
Paox
Bnip3
Slc25a29
Ran
Galt
Fabp7
Slc6a9
Kcna2
Gpx1
Rhov
Map2k7
Pus10
Nsmaf
Zfp566
Ccdc124
Usp53
Stmn1
Arrdc5
Fam53b
Tmem50a
Skap1
Zfp799
Pltp
Rad23a
Agrn
Gpat4
Tacc1
Ppp1r36
Acot1
Coq8a
Tcerg1
Ercc2
Caskin2
Golgb1
Eif5a
Cnppd1
Ankle2
Gon4l
Foxm1
Cox6b1
Scn2b
Lgi2
Agt
Ipo4
Cs
Tom1
Rps24
Trank1
Gprc5c
Fcer1g
Btbd7
Eif3m
Slc39a14
Ralgds
Cldnd1
Edrf1
Jtb
Rspry1
Krt75
Dpf2
Homer3
Mep1b
Mxd1
Polr2k
Mxd4
G2e3
Fut8
Ccnq
Pxdc1
Psmb5
Rpl18
Cep78
Sos1
Zfp395
G6pc3
Tpm4
Trmt12
Adamts12
Bend7
Pip4p1
Slc25a39
Zpbp2
Rpl18a
Wscd1
Ormdl3
Zdhhc24
Nup153
Cript
Ap1s1
Mok
Slc12a1
Snx11
Cox6a1
Aff4
Zfp592
Mrps10
Nmral1
Uqcc2
Cnih1
Ccdc32
Stx8
Rps2
Acnat2
Atp13a2
Taf1d
Akr7a2
Ikbip
Git2
Elovl1
B3gnt7
Ptms
Traf3
Ndufs8
Mterf1
Rgs4
Gnb2
Pold1
Crispld2
Med10
Ackr3
Lrp11
Zbtb37
Prr5
Zdhhc12
Fgfrl1
Cep131
Rnf111
Cyp4f4
Tada2b
Dcp1a
Pomgnt2
Desi2
Itga8
Osbpl11
Uxs1
Pusl1
Vcp
Lztr1
Stim2
Id4
Lss
Plpbp
Ephb6
Cspg5
Ubn1
S1pr1
Arl3
Tp53inp2
Gabrr3
Zfp467
Cxcr4
Mta2
Ei24
Gstz1
Eps15l1
Gpnmb
RT1-A2
Sapcd2
Magoh
Wdr44
Gtf3c3
Stk25
Atp6ap2
Apbb1
Bcam
Ciao2a
Ap5b1
Ofd1
Pias3
Emg1
Ppie
Prdx3
Tnnc2
Swi5
Hsp90b1
Sqle
Per3
Slc25a18
Map1b
Zfyve28
Rnf180
Pnpt1
Eid1
Ppp2r5e
Cnpy3
Ntn1
Acsf2
Plscr1
Taf1b
Ndufv2
Ecsit
Gpc2
Banf1
Sirt6
Slc26a6
Stc1
Psma4
Bccip
Tuba1a
Ddx25
Rbks
Gli2
Fkbp2
Chchd5
Fsd1
Scarb2
F3
Med25
Sh2d4b
Ndrg1
Nudt22
Btbd17
Gpr101
Tnfsf13
B4galnt1
Nfya
Gbp2
Sptbn2
Bub3
Nek9
Smg7
Neurl1b
Qtrt2
Zfp142
Ccng2
Osbpl1a
Trap1
Ppp1r14b
Isyna1
Gemin4
Rab26
Prdx5
Rin2
Fads6
Ggta1
Cox7c
Psma1
Rhoc
Sec24c
Eya3
Gen1
Svil
Srp68
Eps15
Myadm
Thy1
Cct6a
Jup
Mbd3
Tlcd5
Pebp1
Psmc3ip
Prrt2
Dcn
Eif3c
Cdk2ap2
Nr2f6
Ptcd3
Ube2b
Rftn1
Nfasc
Arhgap35
Myo1d
Lnpk
Fabp5
Eea1
Stard10
Hcls1
Pkd1
Olfml2a
Dstn
Ypel3
Pigb
Nsmce4a
Kcng4
C3
Prpf8
Podxl2
Ddt
Hsf2
Ppil1
Ttc14
Ndufb9
Tlk2
Dnal4
Tnnc1
Zc3h7a
Hey2
Eif1
Wdr26
Myorg
Sertad1
Ptpn12
Nefm
Ube2l3
Pet100
Il4r
Slc26a3
Lrrc4b
Fmo1
Snrnp48
Cyb5r4
Arf6
Mt2A
Sting1
Pold2
Pdzrn3
Hspbap1
Fam110a
Clip3
Senp6
Sh3gl2
Fibp
Pgm1
Tagln2
Fdxr
Brd8
Ecel1
Anxa1
Ap5s1
Gltp
Rell2
Acp5
Men1
Eml1
Dusp8
Terf1
Fgf16
Comt
Vegfb
Tssk6
H2bu1
Ndufs3
Ube2h
Traf4
Ercc8
Ndufa11
Tanc1
Naga
Urb1
Zfp523
Ctdnep1
Plekha1
Elof1
Kcnk13
Ass1
Rtcb
Ppcdc
Penk
Cdkn1c
Bad
Tacc3
Tm2d2
Olfm1
